"연번","도로명주소","지번주소","x 좌표","y 좌표","건물명","구 명칭","전화번호","유형","개방시간","소재지 용도","화장실 현황","장애인화장실 현황","편의시설 (기타설비)","안내표지","소재지","비고"
"3633","서울특별시 양천구 등촌로 172, 에이동 (목동, 등촌빌딩)","서울특별시 양천구 목동 657-22","126.86256820","37.54507469","등촌빌딩","양천구","02-2620-3430","민간개방1","정시","빌딩"," ","1"," "," "," "," "
"3634","서울특별시 양천구 남부순환로54길 5","서울특별시 양천구 신월동 167-5","126.82908623","37.53363660","신월제3동주민센터","양천구","02-2620-3430","공공개방","정시","공공청사","장애인화장실1","손건조기2"," "," "," "," "
"3635","서울특별시 양천구 중앙로53길 47","서울특별시 양천구 신월동 483-11","126.84456359","37.52499071","신월2동주민센터","양천구","02-2620-3430","공공개방","정시","공공청사"," ","손건조기2"," "," "," "," "
"3636","서울특별시 양천구 신월로 337","서울특별시 양천구 신정동 981-16","126.85846460","37.52200239","영송빌딩","양천구","02-2620-3430","민간개방","정시","상가(시장)"," "," "," "," "," "," "
"3637","서울특별시 양천구 곰달래로1길 38","서울특별시 양천구 신월동 135-18","126.83150266","37.53282751","신월제1동주민센터","양천구","02-2620-3430","공공개방","정시","공공청사","장애인화장실1","손건조기2"," "," "," "," "
"3638","서울특별시 양천구 목동서로 41","서울특별시 양천구 목동 908-32","126.88164171","37.53704212","목5동주민센터","양천구","02-2620-4020","공공개방","정시","공공청사"," ","손건조기2"," "," "," "," "
"3639","서울특별시 양천구 목동중앙로 23","서울특별시 양천구 목동 904-19","126.86834652","37.53239064","목제4동주민센터","양천구","02-2620-3430","공공개방","정시","공공청사"," ","손건조기3"," "," "," "," "
"3640","서울특별시 양천구 월정로8길 8, 101동 (신월동, 방주 기픈샘 아파트)","서울특별시 양천구 신월동 1030","126.84284316","37.52506099","경창시장","양천구","02-2620-3430","민간개방1","정시","상가(전통시장)"," ","손건조기2"," "," "," "," "
"3641","서울특별시 양천구 목동동로10길 13","서울특별시 양천구 신정동 296-222","126.87106036","37.51957495","신목동주유소","양천구","02-2620-3430","공중","정시","주유소및충전소"," "," "," "," "," "," "
"3642","서울특별시 양천구 신목로 34","서울특별시 양천구 신정동 128-113","126.87394685","37.51865842","현승빌딩","양천구","02-2620-3430","민간개방","정시","상가(시장)"," "," "," "," "," "," "
"3643","서울특별시 양천구 목동동로 33","서울특별시 양천구 신정동 324-1","126.85965760","37.51459024","한사랑교회","양천구","02-2620-3430","민간개방1","정시","종교시설"," ","손건조기2"," "," "," "," "
"3644","서울특별시 양천구 화곡로10길 19, 비동 (신월동, 강서제일감리교회)","서울특별시 양천구 신월동 73-1","126.83140352","37.53792464","강서제일교회","양천구","02-2620-3430","민간개방1","정시","정교시설"," ","손건조기2"," "," "," "," "
"3645","서울특별시 양천구 오목로 15","서울특별시 양천구 신월동 439-17","126.83934612","37.52157110","지우빌딩","양천구","02-2620-3430","민간개방","정시","상가(시장)"," "," "," "," "," "," "
"3646","서울특별시 양천구 남부순환로50길 21","서울특별시 양천구 신월동 164-10","126.82809583","37.53316152","서울삼일교회","양천구","02-2620-3430","민간개방1","정시","종교시설"," "," "," "," "," "," "
"3647","서울특별시 양천구 목동동로 401","서울특별시 양천구 목동 908-28","126.88111059","37.53637260","부영그린타운2차","양천구","02-2620-3430","민간개방1","정시","빌딩"," ","손건조기2"," "," "," "," "
"3648","서울특별시 양천구 남부순환로 380-1","서울특별시 양천구 신월동 170-6","126.82858687","37.53270209","㈜새서울개발주차장","양천구","02-2620-3430","민간개방1","정시","주차장"," "," "," "," "," "," "
"3649","서울특별시 양천구 신월로 357","서울특별시 양천구 신정동 982-13","126.86089499","37.52228798","신신코아빌딩","양천구","02-2620-3430","민간개방1","정시","빌딩"," ","손건조기2"," "," "," "," "
"3650","서울특별시 노원구 상계로31길 59","서울특별시 노원구 상계동  산 152-1","127.07557518","37.67432651","은혜슈퍼 앞","노원구","02-2116-3815","공중","상시","화장실"," "," "," "," "," "," "
"3651","서울특별시 노원구 덕릉로131길 29-15","서울특별시 노원구 상계동 1365-10","127.08165658","37.67361108","방범초소 옆","노원구","02-2116-3815","공중","상시","화장실"," "," "," "," "," "," "
"3652","서울특별시 노원구 중계로6나길 39","서울특별시 노원구 중계동 19-47","127.08741585","37.64308957","조일배드민턴 위쪽","노원구","02-2116-3815","공중","상시","화장실"," "," "," "," "," "," "
"3653","서울특별시 노원구 중계로4길 110-46","서울특별시 노원구 중계동 산 104-12","127.08883384","37.64196338","평강교회옆","노원구","02-2116-3815","공중","상시","화장실"," "," "," "," "," "," "
"3654","서울특별시 노원구 중계로2나길 20","서울특별시 노원구 중계동 26-19","127.08419374","37.64037864","한전울타리 옆","노원구","02-2116-3815","공중","상시","화장실"," "," "," "," "," "," "
"3655","서울특별시 노원구 중계로2나길 3","서울특별시 노원구 중계동 25-1","127.08379447","37.64112193","노인정 옆","노원구","02-2116-3815","공중","상시","화장실"," "," "," "," "," "," "
"3656","서울특별시 노원구 중계로2가길 19","서울특별시 노원구 중계동 26-10","127.08384926","37.64052019","쌈지마당","노원구","02-2116-3815","공중","상시","화장실"," "," "," "," "," "," "
"3657","서울특별시 노원구 중계로6나길 39","서울특별시 노원구 중계동 19-47","127.08722437","37.64271228","복지회관앞","노원구","02-2116-3815","공중","상시","화장실"," "," "," "," "," "," "
"3658"," ","서울특별시 노원구 상계동  산 44-1","127.06373821","37.68314504","수락산쉼터","노원구","02-2116-3815","공중","상시","공원","남녀 각1개","손건조기2개"," "," "," "," "
"3659","서울특별시 노원구 동일로215길 48","서울특별시 노원구 상계동 744","127.05678006","37.65120055","중량천변(상계교옆)","노원구","02-2116-3815","공중","상시","공원"," "," "," "," "," "," "
"3660","서울특별시 노원구 중계로6라길 4-13","서울특별시 노원구 중계동 17-8","127.08808450","37.64395783","조일배드민턴 옆","노원구","02-2116-3815","공중","상시","화장실"," "," "," "," "," "," "
"3661","서울특별시 노원구 중계로6나길 39","서울특별시 노원구 중계동 19-47","127.08741585","37.64308957","조일배드민터 옆","노원구","02-2116-3815","공중","상시","화장실"," "," "," "," "," "," "
"3662","서울특별시 노원구 중계로6나길 39","서울특별시 노원구 중계동 19-47","127.08737800","37.64266616","복지회관 옆","노원구","02-2116-3815","공중","상시","화장실"," "," "," "," "," "," "
"3663","서울특별시 노원구 중계로2나길 20","서울특별시 노원구 중계동 26-19","127.08419374","37.64037864","한전울타리 옆","노원구","02-2116-3815","공중","상시","화장실"," "," "," "," "," "," "
"4198","서울특별시 중구 서소문로 127","서울특별시 중구 태평로2가 346-2","126.97537390","37.56357094","시청(2)역","중구","02-6110-2011","공공개방","정시 (영업시작~종료)","지하철","남1,여1","기저귀교환대1유아용보호의자1비상벨10손건조기6"," "," "," "," "
"4199","서울특별시 중구 서소문로 127","서울특별시 중구 태평로2가 346-2","126.97537390","37.56357094","시청(2)역","중구","02-6110-2011","공공개방","정시 (영업시작~종료)","지하철","공용1","기저귀교환대1유아용보호의자1비상벨8손건조기6"," "," "," "," "
"4200","서울특별시 중구 을지로 42","서울특별시 중구 을지로1가 100-1","126.98235600","37.56604607","을지로입구역","중구","02-6110-2021","공공개방","정시 (영업시작~종료)","지하철","남1,여1","기저귀교환대2유아용보호의자2비상벨12손건조기6"," "," "," "," "
"4201","서울특별시 중구 을지로 106","서울특별시 중구 을지로3가 335-1","126.99029586","37.56625884","을지로3가(2)","중구","02-6110-2031","공공개방","정시 (영업시작~종료)","지하철","남1,여1","기저귀교환대4유아용보호의자4비상벨15손건조기6"," "," "," "," "
"4202","서울특별시 광진구 강변역로 55-2","서울특별시 광진구 구의동 546-6","127.09467200","37.53504349","강변역","광진구","02-6110-2141","공공개방","정시 (영업시작~종료)","지하철","남1,여1","기저귀교환대4유아용보호의자4비상벨15손건조기6"," "," "," "," "
"4203","서울특별시 광진구 아차산로 384-1","서울특별시 광진구 구의동 245-24","127.08616251","37.53714889","구의역","광진구","02-6110-2131","공공개방","정시 (영업시작~종료)","지하철","남1,여1","기저귀교환대2유아용보호의자1비상벨8손건조기4"," "," "," "," "
"4204","서울특별시 동대문구 천호대로 129","서울특별시 동대문구 용두동 38-2","127.03780115","37.57435937","용두역","동대문구","02-6110-1361","공공개방","정시 (영업시작~종료)","지하철","남1,여1","기저귀교환대1유아용보호의자1비상벨7손건조기2"," "," "," "," "
"4205","서울특별시 동대문구 천호대로 129","서울특별시 동대문구 용두동 38-2","127.03780115","37.57435937","용두역","동대문구","02-6110-1361","공공개방","정시 (영업시작~종료)","지하철","남1,여1","기저귀교환대1유아용보호의자1비상벨6손건조기2"," "," "," "," "
"4206","서울특별시 성동구 천호대로 232","서울특별시 성동구 용답동 129-2","127.04680408","37.56998407","신답역","성동구","02-6110-1351","공공개방","정시 (영업시작~종료)","지하철","공용1","기저귀교환대2유아용보호의자0비상벨4손건조기1"," "," "," "," "
"4207","서울특별시 성동구 용답길 86","서울특별시 성동구 용답동 127","127.05071191","37.56199997","용답역","성동구","02-6110-1341","공공개방","정시 (영업시작~종료)","지하철","공용1","기저귀교환대2유아용보호의자0비상벨4손건조기1"," "," "," "," "
"4208","서울특별시 성동구 아차산로 100","서울특별시 성동구 성수동2가 300-1","127.05601080","37.54456860","성수역","성동구","02-6110-2111","공공개방","정시 (영업시작~종료)","지하철","남1,여1","기저귀교환대2유아용보호의자1비상벨13손건조기6"," "," "," "," "
"4209","서울특별시 성동구 아차산로 18","서울특별시 성동구 성수동1가 656-745","127.04734840","37.54718364","뚝섬역","성동구","02-6110-2101","공공개방","정시 (영업시작~종료)","지하철","남1,여1","기저귀교환대4유아용보호의자4비상벨13손건조기6"," "," "," "," "
"4210","서울특별시 성동구 왕십리로 206","서울특별시 성동구 행당동 산 17","127.04356768","37.55557299","한양대역","성동구","02-6110-2091","공공개방","정시 (영업시작~종료)","지하철","남1,여1","기저귀교환대4유아용보호의자4비상벨19손건조기6"," "," "," "," "
"4211","서울특별시 성동구 왕십리로 374","서울특별시 성동구 하왕십리동 946-14","127.02899293","37.56442508","상왕십리역","성동구","02-6110-2071","공공개방","정시 (영업시작~종료)","지하철","남1,여1","기저귀교환대4유아용보호의자4비상벨14손건조기6"," "," "," "," "
"4212","서울특별시 동대문구 천호대로 129","서울특별시 동대문구 용두동 38-2","127.03780115","37.57435937","용두역","동대문구","02-6110-1361","공공개방","정시 (영업시작~종료)","지하철","남1,여1","기저귀교환대1유아용보호의자1비상벨3손건조기2"," "," "," "," "
